"No","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"863","@picardonhealth @FMWCanada @CMA_Docs @SarahGiles10 @DocSandyB Be sure I cast my ballot! I am looking for substantia… https://t.co/pUx4B15MvK",FALSE,3,"picardonhealth",2018-03-06 02:56:09,TRUE,"970654870129782785","970855526006509568","252794509","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoyHataley",0,FALSE,FALSE,NA,NA
"864","RT @mumtears1: Yes. Conflating sex w gender isn’t helpful when studying disease/treatments.  @CMA_Docs @Albertadoctors #IdentityPoliticsHar…",FALSE,0,NA,2018-03-06 02:52:07,FALSE,NA,"970854509885898752",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","hobo_logical",2,TRUE,FALSE,NA,NA
"865","Yes. Conflating sex w gender isn’t helpful when studying disease/treatments.  @CMA_Docs @Albertadoctors… https://t.co/08I9A4wWcp",FALSE,5,NA,2018-03-06 02:49:11,TRUE,NA,"970853772774686720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mumtears1",2,FALSE,FALSE,NA,NA
"866","Let’s hope we can make our choices clear - #vote. Will be one of the least complicated things you’ve done today. Re… https://t.co/VewLbvJw7E",FALSE,2,NA,2018-03-06 02:26:44,TRUE,NA,"970848122879598592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElaineBlau",2,FALSE,FALSE,NA,NA
"867","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-06 02:24:31,FALSE,NA,"970847565364121600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrMerle",51,TRUE,FALSE,NA,NA
"868","RT @krabheru: @WeirDoug @GailYentaBeck @CMA_Docs @wordpressdotcom I can’t believe that our national organization can’t do it better.",FALSE,0,NA,2018-03-06 02:18:18,FALSE,NA,"970845998447652864",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GailYentaBeck",1,TRUE,FALSE,NA,NA
"869","RT @CMA_Docs: Ontario members: please take a moment to vote for the next CMA president-elect nominee.",FALSE,0,NA,2018-03-06 02:16:00,FALSE,NA,"970845421408055296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnjumSultana",17,TRUE,FALSE,NA,NA
"870","RT @JenniferRadema: Attention !!surgical #mesh #patients want you 2know the problems #Canada @CoalitionDocs @OnCall4ON @CMA_Docs @DocsOntar…",FALSE,0,NA,2018-03-06 02:14:58,FALSE,NA,"970845161898070017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JanUrban12",9,TRUE,FALSE,NA,NA
"871","RT @javeedsukhera: I voted today. It took 2 calls to CMA member centre &amp; 45 minutes of time away from patient care. @CMA_Docs must update i…",FALSE,0,NA,2018-03-06 01:59:05,FALSE,NA,"970841164134932483",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yipengGe",5,TRUE,FALSE,NA,NA
"872","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-06 01:56:08,FALSE,NA,"970840420380004352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yipengGe",51,TRUE,FALSE,NA,NA
"873","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-06 01:41:29,FALSE,NA,"970836735113474050",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PamLiaoMD",51,TRUE,FALSE,NA,NA
"874","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-06 01:41:07,FALSE,NA,"970836641353949186",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FMWCanada",51,TRUE,FALSE,NA,NA
"875","RT @GailYentaBeck: Did you have difficulty voting in the @CMA_Docs election? I did and decided to write about my concerns. Disenfranchised…",FALSE,0,NA,2018-03-06 01:40:51,FALSE,NA,"970836576124063745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FMWCanada",3,TRUE,FALSE,NA,NA
"876","RT @CMA_Docs: Ontario members – you can help select the next leader of the CMA. Voting for the next president-elect nominee is ongoing #CMA…",FALSE,0,NA,2018-03-06 01:29:53,FALSE,NA,"970833814648999936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TChanMD",22,TRUE,FALSE,NA,NA
"877","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-06 01:27:10,FALSE,NA,"970833130906050560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krabheru",51,TRUE,FALSE,NA,NA
"878","RT @PEAKMD: @picardonhealth @CMA_Docs @SarahGiles10 @DocSandyB Please vote and have your say! 3 days left.",FALSE,0,NA,2018-03-06 01:27:04,FALSE,NA,"970833106742595584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krabheru",4,TRUE,FALSE,NA,NA
"879","@WeirDoug @GailYentaBeck @CMA_Docs @wordpressdotcom I can’t believe that our national organization can’t do it better.",FALSE,1,"WeirDoug",2018-03-06 01:26:52,FALSE,"970648681514000385","970833058357112833","352446530","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krabheru",1,FALSE,FALSE,NA,NA
"880","RT @WeirDoug: @GailYentaBeck @CMA_Docs @wordpressdotcom took me multiple attempts and only succeded after calling EveryoneCounts and being…",FALSE,0,NA,2018-03-06 01:26:03,FALSE,NA,"970832851619872768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krabheru",2,TRUE,FALSE,NA,NA
"881","RT @GailYentaBeck: My concerns about the voting process for the @CMA_Docs President-Elect Nominee: Disenfranchised https://t.co/JAwaLRaLV1…",FALSE,0,NA,2018-03-06 01:25:53,FALSE,NA,"970832810238910465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krabheru",9,TRUE,FALSE,NA,NA
"882","RT @DrWarsh: Can I point out the irony of docs reporting digital nightmares with something as simple as the @CMA_Docs vote, while people st…",FALSE,0,NA,2018-03-06 01:20:15,FALSE,NA,"970831390144192513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DonSmallman",4,TRUE,FALSE,NA,NA
"883","I’ve been privileged to learn from friends @Namarig_A &amp; @NaheedD at the Palliative Education &amp; Care for the Homeles… https://t.co/hAhhhoG9kg",FALSE,20,NA,2018-03-06 01:11:13,TRUE,NA,"970829116537651200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DocSandyB",4,FALSE,FALSE,NA,NA
"884","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-06 01:00:24,FALSE,NA,"970826394304356352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayoubdangor",51,TRUE,FALSE,NA,NA
"885","RT @javeedsukhera: I voted today. It took 2 calls to CMA member centre &amp; 45 minutes of time away from patient care. @CMA_Docs must update i…",FALSE,0,NA,2018-03-06 01:00:12,FALSE,NA,"970826347177283584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrSunnyMalhotra",5,TRUE,FALSE,NA,NA
"886","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-06 00:57:39,FALSE,NA,"970825702659457025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrSunnyMalhotra",51,TRUE,FALSE,NA,NA
"887","RT @DocSandyB: I urge all colleagues in @CMA_Docs in Ontario to vote. Go to: https://t.co/QMQ8j8YtPP. To login/vote you need your CMA Membe…",FALSE,0,NA,2018-03-06 00:34:15,FALSE,NA,"970819812950724609",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","allynewalsh",4,TRUE,FALSE,NA,NA
"888","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-06 00:30:31,FALSE,NA,"970818876492562432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ON_Anesthesia",51,TRUE,FALSE,NA,NA
"889","@javeedsukhera @CMA_Docs Agree; it has been difficult and frustrating for many.  Will definitly give that feedback… https://t.co/rzoT5rIOfq",FALSE,1,"javeedsukhera",2018-03-06 00:28:28,TRUE,"970802853047500800","970818361071255552","801727519","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PEAKMD",0,FALSE,FALSE,NA,NA
"890","Can I point out the irony of docs reporting digital nightmares with something as simple as the @CMA_Docs vote, whil… https://t.co/TqGGkuG1Yw",FALSE,18,NA,2018-03-06 00:23:45,TRUE,NA,"970817173399617541",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrWarsh",4,FALSE,FALSE,NA,NA
"891","RT @WeirDoug: @GailYentaBeck @CMA_Docs @wordpressdotcom took me multiple attempts and only succeded after calling EveryoneCounts and being…",FALSE,0,NA,2018-03-06 00:18:25,FALSE,NA,"970815830110842880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GailYentaBeck",2,TRUE,FALSE,NA,NA
"892","@kaifpardhan @Kapur_AK @DocSandyB @PEAKMD Kaif... thanks for pointing this out. Important that people go back to vo… https://t.co/uamvy7GDFt",FALSE,0,"kaifpardhan",2018-03-06 00:17:24,TRUE,"970814516249399301","970815575470559238","489767142","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",0,FALSE,FALSE,NA,NA
"893","RT @larsendarren: @GailYentaBeck @CMA_Docs @wordpressdotcom ... voter turnout so incredibly low at about 5% so far. Platform glitches? Cert…",FALSE,0,NA,2018-03-06 00:17:06,FALSE,NA,"970815500019208194",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GailYentaBeck",3,TRUE,FALSE,NA,NA
"894","@GailYentaBeck @CMA_Docs @wordpressdotcom It’s hard to be invested when the only national advocacy group for MDs up… https://t.co/vmZdNUaBXC",FALSE,1,"GailYentaBeck",2018-03-06 00:15:34,TRUE,"970641901740179457","970815113077952512","512654831","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drfjgarcia",0,FALSE,FALSE,NA,NA
"895","RT @Canuck6227: This is on Kathleen Wynne, and her corrupt and incompetent liberal gov’t @OntarioPCParty @OnCall4ON @CMA_Docs  @DrJacobsRad…",FALSE,0,NA,2018-03-06 00:14:43,FALSE,NA,"970814898581078016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chicago_canada",1,TRUE,FALSE,NA,NA
"896","RT @DennisKendel: @picardonhealth @CMA_Docs @SarahGiles10 @DocSandyB Very troubling-while electronic voting glitches have made it more diff…",FALSE,0,NA,2018-03-06 00:11:23,FALSE,NA,"970814058751434752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GailYentaBeck",2,TRUE,FALSE,NA,NA
"897","RT @CMA_Docs: Have your voice heard! Voting for the next CMA president-elect nominee continues. If you’re an Ontario CMA member, be sure to…",FALSE,0,NA,2018-03-06 00:07:10,FALSE,NA,"970812999823974400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CSPLeaders",22,TRUE,FALSE,NA,NA
"898","@Canuck6227 @OntarioPCParty @OnCall4ON @CMA_Docs @DrJacobsRad .Hoskins put in the final nail, but @Deb_Matthews bui… https://t.co/Lu0AtpcBIJ",FALSE,1,"Canuck6227",2018-03-06 00:04:08,TRUE,"970811360958296064","970812234862653445","4798155486","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PROUDCONthe4th",0,FALSE,FALSE,NA,NA
"899","RT @OMSAofficial: Ontario medical students, have you voted yet for the @CMA_Docs presidential election? It's not too late to have your voic…",FALSE,0,NA,2018-03-06 00:03:51,FALSE,NA,"970812163823689733",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KP_MD2018",13,TRUE,FALSE,NA,NA
"900","This is on Kathleen Wynne, and her corrupt and incompetent liberal gov’t @OntarioPCParty @OnCall4ON @CMA_Docs… https://t.co/svx3LXRYRe",FALSE,3,NA,2018-03-06 00:00:39,TRUE,NA,"970811360958296064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Canuck6227",1,FALSE,FALSE,NA,NA
"901","@DennisKendel @picardonhealth @CMA_Docs @SarahGiles10 @DocSandyB @GailYentaBeck @OntariosDoctors @marcoux_laurent… https://t.co/w98cvCv81y",FALSE,2,"DennisKendel",2018-03-05 23:57:36,TRUE,"970697918360338432","970810593367220224","807865098","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vicmomdoc",1,FALSE,FALSE,NA,NA
"902","RT @OMSAofficial: Ontario medical students, have you voted yet for the @CMA_Docs presidential election? It's not too late to have your voic…",FALSE,0,NA,2018-03-05 23:55:20,FALSE,NA,"970810022044274688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HG_Annan",13,TRUE,FALSE,NA,NA
"903","Residents and students are the @CMA_Docs future! I hope you have voted for #CMAElection, and if not please do so no… https://t.co/WP9kRAq2JQ",FALSE,1,NA,2018-03-05 23:55:04,TRUE,NA,"970809953039605760",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",0,FALSE,FALSE,NA,NA
"904","If you don't, please start @Royal_College @CMA_Docs @OMSAofficial @OntarioCollege https://t.co/pYuzP9bF1G",FALSE,1,NA,2018-03-05 23:47:32,FALSE,NA,"970808059625816065",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FARCANADA",0,FALSE,FALSE,NA,NA
"905","RT @CMA_Docs: Ontario members – you can help select the next leader of the CMA. Voting for the next president-elect nominee is ongoing #CMA…",FALSE,0,NA,2018-03-05 23:43:18,FALSE,NA,"970806991554785280",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jessiemcgowan",22,TRUE,FALSE,NA,NA
"906","@javeedsukhera @CMA_Docs A post-mortem analysis of this election process is already planned.",FALSE,4,"javeedsukhera",2018-03-05 23:39:45,FALSE,"970802853047500800","970806097966612480","801727519","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DocSandyB",0,FALSE,FALSE,NA,NA
"907","RT @CMA_Docs: ICYMI: Last week @ChooseWiselyCA launched Opioid Wisely, an awareness campaign focused on recommendations for when it is unsa…",FALSE,0,NA,2018-03-05 23:37:00,FALSE,NA,"970805407986876417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JosephKMayer",4,TRUE,FALSE,NA,NA
"908","RT @javeedsukhera: I voted today. It took 2 calls to CMA member centre &amp; 45 minutes of time away from patient care. @CMA_Docs must update i…",FALSE,0,NA,2018-03-05 23:33:03,FALSE,NA,"970804415392227328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomVargheseJr",5,TRUE,FALSE,NA,NA
"909","RT @javeedsukhera: I voted today. It took 2 calls to CMA member centre &amp; 45 minutes of time away from patient care. @CMA_Docs must update i…",FALSE,0,NA,2018-03-05 23:27:07,FALSE,NA,"970802919514820609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NatriceR",5,TRUE,FALSE,NA,NA
"910","I voted today. It took 2 calls to CMA member centre &amp; 45 minutes of time away from patient care. @CMA_Docs must upd… https://t.co/KRZrZ8C3RV",FALSE,15,NA,2018-03-05 23:26:51,TRUE,NA,"970802853047500800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","javeedsukhera",5,FALSE,FALSE,NA,NA
"911","RT @JenniferRadema: Attention !!surgical #mesh #patients want you 2know #Canada @CoalitionDocs @JustinTrudeau @OnCall4ON @CMA_Docs @DocsOnt…",FALSE,0,NA,2018-03-05 23:24:20,FALSE,NA,"970802220093640704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PIPActionA",15,TRUE,FALSE,NA,NA
"912","Voting glitches are not the problem. Faith in the organization and perceived member value is the reason for the low… https://t.co/VDAbDKBTvp",FALSE,1,NA,2018-03-05 23:21:29,TRUE,NA,"970801501236056064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Doctorottawa",0,FALSE,FALSE,NA,NA
"913","@GowerMD @GailYentaBeck @CMA_Docs The candidates at definitely not asking for a longer voting period!!! One day (or… https://t.co/gsYjPpo0GM",FALSE,2,"GowerMD",2018-03-05 23:09:44,TRUE,"970732174029672448","970798544905846784","3094656641","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","larsendarren",0,FALSE,FALSE,NA,NA
"914","RT @OMSAofficial: Ontario medical students, have you voted yet for the @CMA_Docs presidential election? It's not too late to have your voic…",FALSE,0,NA,2018-03-05 23:01:50,FALSE,NA,"970796559162998784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CFMSFEMC",13,TRUE,FALSE,NA,NA
"915","@WilliamCherniak @CMA_Docs @B2H_org @drJoshS Congratulations, Bill! Proud of you!",FALSE,1,"WilliamCherniak",2018-03-05 22:55:23,FALSE,"970733264376946688","970794932297494529","288955358","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rdudum",0,FALSE,FALSE,NA,NA
"916","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-05 22:54:44,FALSE,NA,"970794769281564672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GailYentaBeck",51,TRUE,FALSE,NA,NA
"917","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-05 22:47:01,FALSE,NA,"970792829122314240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","malcolmhartman2",51,TRUE,FALSE,NA,NA
"918","Did you have difficulty voting in the @CMA_Docs election? I did and decided to write about my concerns. Disenfranch… https://t.co/RABOCRLbjz",FALSE,3,NA,2018-03-05 22:28:47,TRUE,NA,"970788240784465920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GailYentaBeck",3,FALSE,FALSE,NA,NA
"919","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-05 22:28:25,FALSE,NA,"970788147796692992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","grierjason",51,TRUE,FALSE,NA,NA
"920","@picardonhealth @CMA_Docs @SarahGiles10 @DocSandyB I finally made the top 5%
������������",FALSE,8,"picardonhealth",2018-03-05 22:25:57,FALSE,"970654870129782785","970787527845208065","252794509","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrJohnAquino",0,FALSE,FALSE,NA,NA
"921","RT @BermanNDP: Every Vote counts in this year's @CMA_Docs election.

As a supported of @DocSandyB I urge you to #VoteforSandy.

Let's make…",FALSE,0,NA,2018-03-05 21:45:58,FALSE,NA,"970777464489332738",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raistlinMD",2,TRUE,FALSE,NA,NA
"922","RT @PEAKMD: @picardonhealth @CMA_Docs @SarahGiles10 @DocSandyB Please vote and have your say! 3 days left.",FALSE,0,NA,2018-03-05 21:29:42,FALSE,NA,"970773373285408770",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeahyNcbaine",4,TRUE,FALSE,NA,NA
"923","@CanSAGE @cat_allaire @DrSonySinghMD every doctor should see this @CMA_Docs @PEAKMD @DocSandyB",FALSE,1,"CanSAGE",2018-03-05 21:27:32,FALSE,"970336058239082496","970772827996528640","908443054029312000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EndoMarchAB",0,FALSE,FALSE,NA,NA
"924","RT @ChooseWiselyCA: #CWTalks presented by @CMA_Docs March 1 @ 12PM ET! Tune in for the release of 7 new #opioid specific recommendations as…",FALSE,0,NA,2018-03-05 21:23:31,FALSE,NA,"970771813415272448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","minister65",60,TRUE,FALSE,NA,NA
"925","Privacy laws &amp; PIPEDA needs modernizing according to Parliamentary report. Consent rules chnging for modern times i… https://t.co/0wtaklfGv7",FALSE,1,NA,2018-03-05 21:20:04,TRUE,NA,"970770948122140672",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",1,FALSE,FALSE,NA,NA
"926","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-05 21:08:46,FALSE,NA,"970768105143263232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","colmjmccarthy",51,TRUE,FALSE,NA,NA
"927","RT @CMA_Docs: Ontario members: please take a moment to vote for the next CMA president-elect nominee.",FALSE,0,NA,2018-03-05 20:43:59,FALSE,NA,"970761866778726400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LismiKallan",17,TRUE,FALSE,NA,NA
"928","RT @_420_THC: @DoctorsOfBC
@CPHO_Canada
@DrLarsenSoles @cpsbc_ca @awruddiman @canadanurses @SCC_CSC @VanIslandHealth
@CMA_Docs @RobinSau…",FALSE,0,NA,2018-03-05 20:41:24,FALSE,NA,"970761216321716224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VirtualFrankie",3,TRUE,FALSE,NA,NA
"929","RT @CMA_Docs: Ontario members – you can help select the next leader of the CMA. Voting for the next president-elect nominee is ongoing #CMA…",FALSE,0,NA,2018-03-05 20:23:59,FALSE,NA,"970756831961341953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sharonhyeung",22,TRUE,FALSE,NA,NA
"930","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-05 20:19:28,FALSE,NA,"970755696017977376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","akatelyn19",51,TRUE,FALSE,NA,NA
"931","RT @CMA_Docs: Have your voice heard! Voting for the next CMA president-elect nominee continues. If you’re an Ontario CMA member, be sure to…",FALSE,0,NA,2018-03-05 20:06:28,FALSE,NA,"970752423060033537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MLGG2",22,TRUE,FALSE,NA,NA
"932","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-05 20:06:21,FALSE,NA,"970752393687089153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MLGG2",51,TRUE,FALSE,NA,NA
"933","RT @DocSandyB: I urge all colleagues in @CMA_Docs in Ontario to vote. Go to: https://t.co/QMQ8j8YtPP. To login/vote you need your CMA Membe…",FALSE,0,NA,2018-03-05 20:02:51,FALSE,NA,"970751516779847680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yipengGe",4,TRUE,FALSE,NA,NA
"934","RT @DocSandyB: I know voting in the @CMA_Docs #CMAelection has been difficult for some. A fellow colleague said, “Turns out that if you hav…",FALSE,0,NA,2018-03-05 20:02:44,FALSE,NA,"970751483640659968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yipengGe",2,TRUE,FALSE,NA,NA
"935","Great summary review of the ""roller coaster ride of pharmacare"" this week. Promise of what could be vs. reality of… https://t.co/2tUVkDVzTs",FALSE,0,NA,2018-03-05 19:55:05,TRUE,NA,"970749561659674626",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","larsendarren",0,FALSE,FALSE,NA,NA
"936","RT @GailYentaBeck: My concerns about the voting process for the @CMA_Docs President-Elect Nominee: Disenfranchised https://t.co/JAwaLRaLV1…",FALSE,0,NA,2018-03-05 19:51:07,FALSE,NA,"970748560428822528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VirveAljas",9,TRUE,FALSE,NA,NA
"937","RT @GailYentaBeck: My concerns about the voting process for the @CMA_Docs President-Elect Nominee: Disenfranchised https://t.co/JAwaLRaLV1…",FALSE,0,NA,2018-03-05 19:36:53,FALSE,NA,"970744980687015939",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MedicalPost",9,TRUE,FALSE,NA,NA
"938","RT @KJFMartin: @DrWarsh @RobertaSchell @DonSmallman @CMA_Docs Agree Frank , participation is only a worthwhile use of our precious time if…",FALSE,0,NA,2018-03-05 19:35:23,FALSE,NA,"970744604495511553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DonSmallman",1,TRUE,FALSE,NA,NA
"939","@DrWarsh @RobertaSchell @DonSmallman @CMA_Docs Agree Frank , participation is only a worthwhile use of our precious… https://t.co/XaYl7s623z",FALSE,2,"DrWarsh",2018-03-05 19:34:28,TRUE,"970734000103768065","970744374089760768","1927644818","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KJFMartin",1,FALSE,FALSE,NA,NA
"940","@picardonhealth @CMA_Docs @SarahGiles10 @DocSandyB I should have run. And I did consider it. I would have had more… https://t.co/5MKkVolBhZ",FALSE,5,"picardonhealth",2018-03-05 19:33:59,TRUE,"970654870129782785","970744249611296768","252794509","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottWooder",0,FALSE,FALSE,NA,NA
"941","RT @picardonhealth: Only 4.7% of Ontario physicians have voted in the election that will determine the next @CMA_Docs president. (1,341 bal…",FALSE,0,NA,2018-03-05 19:31:52,FALSE,NA,"970743716469137408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KJFMartin",51,TRUE,FALSE,NA,NA
